Date,Open,High,Low,Close,Adj Close,Volume
2015-08-14,14251.799805,14304.400391,14224.500000,14277.900391,14277.900391,17057880000
2015-08-17,14267.200195,14267.200195,14184.599609,14251.500000,14251.500000,14542940000
2015-08-18,14217.700195,14227.400391,14125.500000,14193.900391,14193.900391,15503600000
2015-08-19,14187.599609,14187.599609,14014.000000,14036.599609,14036.599609,21670860000
2015-08-20,14022.099609,14022.099609,13737.000000,13737.000000,13737.000000,22046310000
2015-08-21,13664.799805,13697.500000,13468.700195,13473.700195,13473.700195,24262750000
2015-08-24,13351.000000,13396.799805,12705.200195,13052.700195,13052.700195,31885790000
2015-08-25,13314.599609,13445.599609,13134.299805,13150.900391,13150.900391,24292460000
2015-08-26,13319.000000,13393.200195,13061.900391,13381.599609,13381.599609,22914400000
2015-08-27,13465.599609,13845.700195,13465.599609,13766.700195,13766.700195,26952820000
2015-08-28,13734.700195,13866.299805,13710.099609,13865.099609,13865.099609,21701530000
2015-08-31,13832.900391,13888.200195,13653.900391,13859.099609,13859.099609,27455470000
2015-09-01,13691.799805,13691.799805,13419.099609,13481.900391,13481.900391,22350920000
2015-09-02,13553.299805,13626.900391,13420.000000,13545.299805,13545.299805,19708280000
2015-09-03,13567.000000,13706.799805,13538.799805,13596.400391,13596.400391,17959600000
2015-09-04,13469.299805,13510.000000,13414.599609,13478.299805,13478.299805,14202450000
2015-09-08,13636.099609,13683.599609,13593.500000,13630.700195,13630.700195,16529360000
2015-09-09,13706.599609,13766.700195,13517.000000,13531.900391,13531.900391,20836660000
2015-09-10,13504.099609,13643.500000,13504.099609,13569.900391,13569.900391,18954530000
2015-09-11,13522.799805,13523.500000,13404.599609,13461.500000,13461.500000,18836840000
2015-09-14,13460.000000,13460.000000,13353.299805,13353.299805,13353.299805,16126850000
2015-09-15,13370.200195,13478.700195,13365.299805,13462.700195,13462.700195,17045610000
2015-09-16,13501.299805,13776.700195,13501.299805,13763.799805,13763.799805,24511320000
2015-09-17,13763.000000,13876.000000,13704.599609,13787.200195,13787.200195,21680400000
2015-09-18,13692.599609,13692.599609,13587.400391,13646.900391,13646.900391,60809600000
2015-09-21,13701.700195,13847.400391,13687.099609,13779.400391,13779.400391,18541420000
2015-09-22,13646.099609,13646.099609,13452.500000,13491.099609,13491.099609,17397250000
2015-09-23,13537.099609,13560.099609,13378.000000,13383.700195,13383.700195,15513460000
2015-09-24,13334.299805,13384.500000,13237.400391,13338.700195,13338.700195,21113910000
2015-09-25,13451.000000,13468.799805,13350.700195,13378.599609,13378.599609,20720150000
2015-09-28,13295.900391,13297.799805,13004.599609,13004.599609,13004.599609,18878520000
2015-09-29,13025.000000,13111.400391,12964.099609,13037.000000,13037.000000,20544620000
2015-09-30,13135.200195,13310.599609,13135.200195,13307.000000,13307.000000,23491520000
2015-10-01,13362.500000,13379.900391,13152.099609,13241.900391,13241.900391,22650570000
2015-10-02,13179.500000,13341.700195,13086.400391,13339.700195,13339.700195,21595050000
2015-10-05,13416.299805,13590.700195,13416.299805,13552.200195,13552.200195,30442250000
2015-10-06,13582.099609,13690.900391,13582.099609,13647.299805,13647.299805,28412130000
2015-10-07,13735.400391,13873.799805,13735.400391,13868.400391,13868.400391,33806520000
2015-10-08,13861.000000,13994.500000,13839.500000,13978.700195,13978.700195,26468350000
2015-10-09,14012.799805,14053.200195,13948.099609,13964.400391,13964.400391,25271340000
2015-10-13,13927.200195,13952.700195,13828.799805,13844.700195,13844.700195,21213270000
2015-10-14,13861.400391,13958.500000,13850.900391,13875.299805,13875.299805,21103540000
2015-10-15,13822.400391,13873.200195,13761.200195,13829.000000,13829.000000,19809300000
2015-10-16,13888.099609,13925.500000,13838.099609,13838.099609,13838.099609,20649070000
2015-10-19,13777.000000,13818.200195,13718.599609,13758.400391,13758.400391,18021410000
2015-10-20,13762.900391,13916.000000,13740.700195,13841.900391,13841.900391,16968790000
2015-10-21,13850.900391,13882.599609,13626.099609,13704.200195,13704.200195,18722610000
2015-10-22,13732.500000,13888.500000,13730.700195,13878.099609,13878.099609,21330970000
2015-10-23,13944.500000,14014.799805,13924.299805,13953.700195,13953.700195,20899540000
2015-10-26,13940.500000,13947.700195,13784.099609,13790.900391,13790.900391,18886400000
2015-10-27,13758.400391,13789.299805,13662.500000,13699.599609,13699.599609,22005100000
2015-10-28,13733.299805,13911.799805,13727.500000,13863.200195,13863.200195,24556420000
2015-10-29,13841.900391,13869.900391,13773.799805,13791.900391,13791.900391,24880300000
2015-10-30,13762.799805,13766.599609,13519.500000,13529.200195,13529.200195,26258640000
2015-11-02,13531.000000,13632.700195,13515.900391,13623.000000,13623.000000,17222220000
2015-11-03,13643.299805,13740.400391,13609.599609,13710.299805,13710.299805,21386640000
2015-11-04,13745.799805,13790.099609,13637.299805,13661.799805,13661.799805,23463800000
2015-11-05,13652.200195,13664.500000,13534.900391,13558.799805,13558.799805,22568920000
2015-11-06,13562.200195,13593.700195,13481.500000,13553.299805,13553.299805,20293870000
2015-11-09,13556.599609,13556.599609,13385.799805,13482.599609,13482.599609,18588390000
2015-11-10,13451.200195,13451.200195,13336.900391,13411.599609,13411.599609,19336010000
2015-11-11,13429.200195,13438.799805,13325.599609,13341.900391,13341.900391,18549230000
2015-11-12,13318.099609,13318.099609,13119.000000,13127.200195,13127.200195,23486980000
2015-11-13,13104.700195,13162.400391,13030.500000,13075.400391,13075.400391,20406570000
2015-11-16,13080.700195,13317.500000,13078.799805,13317.500000,13317.500000,18170480000
2015-11-17,13323.799805,13379.900391,13248.000000,13280.400391,13280.400391,18195650000
2015-11-18,13317.900391,13421.799805,13317.900391,13400.000000,13400.000000,18331940000
2015-11-19,13399.700195,13478.799805,13384.799805,13473.799805,13473.799805,18969660000
2015-11-20,13504.500000,13514.799805,13413.700195,13433.500000,13433.500000,20045470000
2015-11-23,13417.599609,13508.099609,13372.000000,13382.400391,13382.400391,15607470000
2015-11-24,13371.700195,13461.200195,13359.599609,13407.799805,13407.799805,21859340000
2015-11-25,13410.400391,13481.299805,13368.099609,13403.400391,13403.400391,18890530000
2015-11-26,13410.299805,13451.599609,13401.200195,13425.200195,13425.200195,6125960000
2015-11-27,13406.799805,13424.799805,13353.500000,13368.200195,13368.200195,10002200000
2015-11-30,13390.599609,13495.500000,13390.599609,13469.799805,13469.799805,29849120000
2015-12-01,13488.400391,13653.700195,13482.400391,13636.099609,13636.099609,22251420000
2015-12-02,13622.500000,13629.200195,13442.299805,13463.799805,13463.799805,21505610000
2015-12-03,13515.599609,13529.000000,13288.200195,13324.700195,13324.700195,19993860000
2015-12-04,13307.599609,13374.200195,13268.400391,13358.799805,13358.799805,22538870000
2015-12-07,13316.200195,13316.200195,13018.700195,13042.799805,13042.799805,22859120000
2015-12-08,12972.200195,13007.700195,12872.299805,12922.500000,12922.500000,22896840000
2015-12-09,12927.900391,13133.500000,12877.599609,12937.599609,12937.599609,24550000000
2015-12-10,12922.700195,13081.799805,12895.000000,13016.599609,13016.599609,22340190000
2015-12-11,12956.900391,12956.900391,12771.200195,12790.000000,12790.000000,20577760000
2015-12-14,12776.299805,12805.200195,12617.700195,12695.500000,12695.500000,24621840000
2015-12-15,12783.700195,12932.400391,12783.700195,12919.599609,12919.599609,22881890000
2015-12-16,12967.099609,13182.700195,12967.099609,13166.099609,13166.099609,28465250000
2015-12-17,13141.500000,13158.900391,12967.400391,13009.900391,13009.900391,26246280000
2015-12-18,12971.599609,13061.700195,12968.000000,13024.299805,13024.299805,53005800000
2015-12-21,13051.500000,13141.099609,12983.700195,13034.400391,13034.400391,19220710000
2015-12-22,13034.799805,13103.099609,12950.500000,13082.900391,13082.900391,16229250000
2015-12-23,13141.400391,13284.900391,13141.400391,13284.900391,13284.900391,19225530000
2015-12-24,13290.500000,13344.200195,13280.299805,13309.799805,13309.799805,7235850000
2015-12-29,13279.500000,13315.200195,13193.599609,13245.799805,13245.799805,12077660000
2015-12-30,13225.500000,13244.799805,13121.900391,13142.299805,13142.299805,9713660000
2015-12-31,13077.599609,13098.599609,12988.000000,13010.000000,13010.000000,11110140000
2016-01-04,12920.599609,12928.900391,12748.500000,12927.200195,12927.200195,18695250000
2016-01-05,12929.200195,12954.900391,12839.799805,12920.099609,12920.099609,18189470000
2016-01-06,12854.599609,12854.599609,12701.700195,12726.799805,12726.799805,22565280000
2016-01-07,12661.200195,12661.200195,12439.099609,12448.200195,12448.200195,29323570000
2016-01-08,12470.900391,12543.400391,12431.900391,12445.500000,12445.500000,22025020000
2016-01-11,12464.500000,12479.400391,12230.000000,12319.299805,12319.299805,20849650000
2016-01-12,12361.400391,12451.700195,12192.900391,12373.900391,12373.900391,25825600000
2016-01-13,12426.500000,12499.500000,12141.700195,12170.400391,12170.400391,26152590000
2016-01-14,12176.299805,12362.799805,12060.299805,12336.000000,12336.000000,27773700000
2016-01-15,12184.599609,12184.599609,11950.900391,12073.500000,12073.500000,28585240000
2016-01-18,12025.599609,12047.900391,11913.400391,11942.200195,11942.200195,10009740000
2016-01-19,12002.299805,12099.599609,11894.200195,12002.200195,12002.200195,28106370000
2016-01-20,11897.599609,11932.400391,11531.200195,11843.099609,11843.099609,35707140000
2016-01-21,11834.900391,12070.700195,11772.200195,12035.900391,12035.900391,31039180000
2016-01-22,12191.599609,12389.599609,12191.599609,12389.599609,12389.599609,30041800000
2016-01-25,12377.500000,12377.500000,12130.299805,12143.200195,12143.200195,22491840000
2016-01-26,12192.299805,12374.000000,12175.400391,12331.299805,12331.299805,24721930000
2016-01-27,12309.599609,12524.099609,12249.799805,12377.799805,12377.799805,28140440000
2016-01-28,12432.400391,12612.200195,12420.900391,12591.900391,12591.900391,29577330000
2016-01-29,12636.099609,12822.099609,12601.700195,12822.099609,12822.099609,33143300000
2016-02-01,12766.200195,12766.200195,12590.900391,12674.400391,12674.400391,20705120000
2016-02-02,12646.799805,12646.799805,12387.200195,12442.299805,12442.299805,20965150000
2016-02-03,12492.299805,12613.900391,12320.400391,12593.000000,12593.000000,28203370000
2016-02-04,12606.099609,12826.700195,12606.099609,12774.500000,12774.500000,30463240000
2016-02-05,12764.000000,12777.000000,12669.599609,12764.000000,12764.000000,24454790000
2016-02-08,12691.099609,12691.099609,12486.500000,12535.400391,12535.400391,27595940000
2016-02-09,12448.099609,12448.099609,12192.500000,12282.700195,12282.700195,30979340000
2016-02-10,12314.299805,12392.299805,12171.900391,12185.700195,12185.700195,28672730000
2016-02-11,12163.000000,12163.000000,11985.700195,12087.400391,12087.400391,35502680000
2016-02-12,12136.299805,12381.900391,12136.299805,12381.200195,12381.200195,25263030000
2016-02-16,12431.299805,12561.299805,12373.200195,12555.000000,12555.000000,28261970000
2016-02-17,12644.400391,12880.700195,12639.000000,12867.200195,12867.200195,32829550000
2016-02-18,12904.500000,12947.299805,12839.400391,12931.400391,12931.400391,31756120000
2016-02-19,12858.799805,12858.799805,12734.900391,12813.400391,12813.400391,25260900000
2016-02-22,12888.700195,12984.700195,12844.799805,12845.599609,12845.599609,29352010000
2016-02-23,12867.599609,12962.799805,12727.500000,12763.400391,12763.400391,23535510000
2016-02-24,12727.400391,12754.900391,12506.099609,12740.299805,12740.299805,31212940000
2016-02-25,12724.000000,12753.599609,12633.700195,12753.599609,12753.599609,24883130000
2016-02-26,12817.500000,12915.700195,12781.200195,12797.799805,12797.799805,25540660000
2016-02-29,12820.099609,12912.599609,12784.799805,12860.400391,12860.400391,29912860000
2016-03-01,12896.299805,12998.500000,12896.299805,12982.099609,12982.099609,28525670000
2016-03-02,12985.200195,13030.400391,12858.000000,13017.900391,13017.900391,29587950000
