Date,Open,High,Low,Close,Adj Close,Volume
2013-08-14,1051.599976,1052.699951,1047.719971,1047.800049,1047.800049,2871430000
2013-08-15,1039.099976,1039.099976,1026.719971,1027.609985,1027.609985,3426690000
2013-08-16,1024.140015,1030.829956,1023.460022,1024.300049,1024.300049,3211450000
2013-08-19,1024.000000,1024.609985,1013.229980,1013.250000,1013.250000,2904530000
2013-08-20,1014.549988,1029.500000,1014.549988,1028.569946,1028.569946,2994090000
2013-08-21,1025.479980,1030.569946,1018.849976,1021.580017,1021.580017,2932180000
2013-08-22,1024.030029,1036.280029,1024.030029,1036.199951,1036.199951,2537460000
2013-08-23,1036.910034,1038.849976,1032.650024,1038.239990,1038.239990,2582670000
2013-08-26,1038.229980,1044.660034,1036.020020,1038.469971,1038.469971,2430670000
2013-08-27,1036.300049,1036.300049,1013.109985,1013.489990,1013.489990,3219190000
2013-08-28,1013.400024,1020.250000,1012.950012,1016.500000,1016.500000,2784010000
2013-08-29,1016.429993,1029.050049,1015.590027,1026.939941,1026.939941,2527550000
2013-08-30,1025.900024,1025.900024,1009.460022,1010.900024,1010.900024,2734300000
2013-09-03,1019.479980,1026.839966,1009.000000,1016.260010,1016.260010,3731610000
2013-09-04,1016.869995,1025.609985,1015.690002,1025.579956,1025.579956,3312150000
2013-09-05,1026.560059,1031.150024,1026.109985,1028.689941,1028.689941,2957110000
2013-09-06,1028.660034,1034.770020,1015.719971,1029.550049,1029.550049,3123880000
2013-09-09,1032.310059,1046.079956,1032.310059,1046.079956,1046.079956,3102780000
2013-09-10,1049.760010,1055.760010,1049.180054,1055.719971,1055.719971,3691800000
2013-09-11,1054.459961,1057.560059,1051.469971,1055.339966,1055.339966,3135460000
2013-09-12,1055.170044,1055.310059,1048.479980,1048.479980,1048.479980,3106290000
2013-09-13,1048.469971,1053.979980,1047.660034,1053.979980,1053.979980,2736500000
2013-09-16,1053.959961,1065.250000,1053.959961,1056.250000,1056.250000,3079800000
2013-09-17,1055.829956,1066.390015,1055.800049,1066.390015,1066.390015,2774240000
2013-09-18,1066.339966,1080.489990,1058.819946,1076.969971,1076.969971,3989760000
2013-09-19,1078.880005,1079.760010,1072.609985,1075.270020,1075.270020,3740130000
2013-09-20,1076.479980,1078.199951,1071.859985,1072.829956,1072.829956,5074030000
2013-09-23,1072.300049,1073.589966,1063.900024,1072.130005,1072.130005,3126950000
2013-09-24,1072.540039,1081.910034,1066.939941,1074.680054,1074.680054,3268930000
2013-09-25,1075.890015,1082.000000,1072.579956,1073.510010,1073.510010,3148730000
2013-09-26,1075.099976,1081.319946,1073.119995,1078.410034,1078.410034,2813930000
2013-09-27,1078.369995,1078.369995,1070.849976,1074.189941,1074.189941,2951700000
2013-09-30,1065.670044,1075.489990,1061.790039,1073.790039,1073.790039,3308630000
2013-10-01,1073.689941,1087.780029,1073.469971,1087.430054,1087.430054,3238690000
2013-10-02,1087.390015,1087.390015,1077.900024,1082.550049,1082.550049,3148600000
2013-10-03,1081.189941,1081.790039,1064.869995,1070.900024,1070.900024,3279650000
2013-10-04,1069.640015,1080.739990,1069.640015,1078.250000,1078.250000,2880270000
2013-10-07,1071.239990,1073.420044,1065.780029,1065.790039,1065.790039,2678490000
2013-10-08,1066.160034,1067.209961,1047.260010,1047.260010,1047.260010,3569230000
2013-10-09,1050.020020,1050.079956,1037.859985,1043.459961,1043.459961,3577840000
2013-10-10,1052.500000,1069.770020,1052.500000,1069.500000,1069.500000,3345660000
2013-10-11,1066.089966,1084.319946,1065.810059,1084.310059,1084.310059,2944670000
2013-10-14,1078.729980,1090.300049,1076.489990,1090.300049,1090.300049,2580580000
2013-10-15,1088.050049,1088.530029,1077.689941,1079.619995,1079.619995,3327740000
2013-10-16,1085.010010,1092.910034,1085.010010,1092.420044,1092.420044,3483180000
2013-10-17,1088.989990,1102.280029,1088.609985,1102.270020,1102.270020,3453590000
2013-10-18,1109.300049,1115.040039,1105.910034,1114.770020,1114.770020,3664890000
2013-10-21,1115.660034,1117.319946,1110.839966,1112.479980,1112.479980,3052710000
2013-10-22,1115.420044,1121.530029,1111.930054,1115.630005,1115.630005,3850840000
2013-10-23,1111.489990,1112.089966,1105.349976,1110.930054,1110.930054,3713380000
2013-10-24,1112.689941,1120.000000,1111.680054,1118.849976,1118.849976,3671700000
2013-10-25,1121.099976,1121.920044,1114.250000,1118.339966,1118.339966,3175720000
2013-10-28,1118.329956,1119.560059,1113.020020,1117.969971,1117.969971,3282300000
2013-10-29,1118.859985,1122.640015,1114.780029,1121.069946,1121.069946,3358460000
2013-10-30,1122.810059,1123.260010,1104.150024,1105.500000,1105.500000,3523040000
2013-10-31,1106.089966,1108.599976,1097.839966,1100.150024,1100.150024,3826530000
2013-11-01,1099.089966,1101.300049,1087.089966,1095.670044,1095.670044,3686290000
2013-11-04,1098.619995,1108.859985,1098.349976,1108.280029,1108.280029,3194870000
2013-11-05,1105.229980,1106.089966,1097.439941,1103.589966,1103.589966,3516680000
2013-11-06,1108.750000,1109.829956,1097.199951,1098.630005,1098.630005,3322100000
2013-11-07,1102.339966,1103.770020,1079.079956,1079.089966,1079.089966,4024730000
2013-11-08,1079.949951,1101.189941,1079.949951,1099.969971,1099.969971,3837170000
2013-11-11,1099.760010,1102.859985,1096.329956,1101.500000,1101.500000,2534060000
2013-11-12,1099.260010,1101.520020,1095.359985,1101.469971,1101.469971,3221030000
2013-11-13,1096.540039,1112.219971,1095.689941,1112.180054,1112.180054,3327480000
2013-11-14,1111.410034,1112.219971,1105.569946,1111.439941,1111.439941,3139060000
2013-11-15,1111.390015,1116.310059,1109.719971,1116.199951,1116.199951,3254820000
2013-11-18,1118.400024,1119.979980,1105.219971,1107.290039,1107.290039,3168520000
2013-11-19,1107.300049,1112.390015,1097.530029,1101.380005,1101.380005,3224450000
2013-11-20,1104.040039,1107.699951,1096.459961,1099.790039,1099.790039,3109140000
2013-11-21,1103.380005,1119.670044,1103.380005,1119.619995,1119.619995,3256630000
2013-11-22,1120.910034,1125.640015,1117.560059,1124.920044,1124.920044,3055140000
2013-11-25,1126.849976,1128.520020,1123.099976,1124.719971,1124.719971,2998540000
2013-11-26,1125.449951,1136.239990,1124.979980,1134.530029,1134.530029,3427120000
2013-11-27,1135.630005,1141.500000,1134.130005,1141.329956,1141.329956,2613590000
2013-11-29,1145.829956,1147.000000,1142.520020,1142.890015,1142.890015,1598300000
2013-12-02,1142.300049,1142.300049,1127.719971,1129.119995,1129.119995,3095430000
2013-12-03,1125.949951,1130.969971,1119.680054,1123.780029,1123.780029,3475680000
2013-12-04,1123.790039,1128.969971,1111.630005,1121.380005,1121.380005,3610540000
2013-12-05,1120.800049,1125.609985,1119.760010,1122.469971,1122.469971,3336880000
2013-12-06,1122.479980,1135.880005,1122.479980,1131.380005,1131.380005,3150030000
2013-12-09,1132.900024,1134.180054,1126.380005,1129.459961,1129.459961,3129500000
2013-12-10,1128.020020,1131.260010,1119.329956,1119.689941,1119.689941,3117150000
2013-12-11,1119.819946,1120.920044,1099.739990,1101.500000,1101.500000,3472240000
2013-12-12,1101.400024,1107.180054,1099.670044,1103.270020,1103.270020,3306640000
2013-12-13,1105.989990,1109.510010,1100.770020,1107.050049,1107.050049,3061070000
2013-12-16,1110.579956,1120.170044,1110.430054,1119.849976,1119.849976,3209890000
2013-12-17,1119.400024,1120.260010,1112.609985,1118.890015,1118.890015,3270030000
2013-12-18,1120.150024,1133.760010,1112.030029,1133.719971,1133.719971,4327770000
2013-12-19,1131.229980,1131.670044,1124.930054,1125.449951,1125.449951,3497210000
2013-12-20,1127.849976,1147.119995,1127.650024,1146.469971,1146.469971,5097700000
2013-12-23,1151.390015,1157.339966,1151.040039,1157.219971,1157.219971,2851540000
2013-12-24,1157.650024,1163.670044,1157.439941,1161.800049,1161.800049,1307630000
2013-12-26,1161.849976,1167.959961,1161.410034,1162.650024,1162.650024,1982270000
2013-12-27,1165.390015,1165.849976,1157.729980,1161.089966,1161.089966,2052920000
2013-12-30,1160.630005,1162.599976,1158.859985,1160.589966,1160.589966,2293860000
2013-12-31,1160.640015,1165.640015,1160.640015,1163.640015,1163.640015,2312840000
2014-01-02,1160.500000,1160.500000,1146.599976,1150.719971,1150.719971,3080600000
2014-01-03,1151.760010,1157.760010,1151.219971,1156.089966,1156.089966,2774270000
2014-01-06,1159.270020,1159.849976,1146.969971,1147.160034,1147.160034,3294850000
2014-01-07,1150.859985,1160.020020,1150.859985,1157.630005,1157.630005,3511750000
2014-01-08,1159.180054,1159.369995,1151.969971,1157.459961,1157.459961,3652140000
2014-01-09,1161.260010,1163.880005,1152.170044,1158.349976,1158.349976,3581150000
2014-01-10,1160.170044,1164.530029,1154.890015,1164.530029,1164.530029,3335710000
2014-01-13,1162.939941,1164.119995,1142.380005,1148.089966,1148.089966,3591350000
2014-01-14,1151.729980,1163.430054,1151.000000,1163.430054,1163.430054,3353270000
2014-01-15,1165.989990,1171.969971,1165.989990,1171.349976,1171.349976,3777800000
2014-01-16,1172.709961,1173.130005,1168.699951,1173.130005,1173.130005,3491310000
2014-01-17,1172.089966,1173.369995,1166.760010,1168.430054,1168.430054,3626120000
2014-01-21,1175.050049,1177.109985,1168.280029,1175.719971,1175.719971,3782470000
2014-01-22,1177.300049,1182.040039,1175.290039,1181.290039,1181.290039,3374170000
2014-01-23,1181.339966,1181.339966,1166.670044,1172.400024,1172.400024,3972250000
2014-01-24,1164.770020,1164.770020,1141.800049,1144.130005,1144.130005,4618450000
2014-01-27,1147.390015,1147.430054,1121.119995,1127.729980,1127.729980,4045200000
